NAMES,MEANING,GENDER
bhadrakaya,Born Beautifuly; Good Looking; Appealing; Auspicious,Boy
bhadraksa,One whose Eyes Reflect Auspiciousness; Good Looking; Appealing,Boy
bhadraksh,one with beautiful eyes,Boy
bhadraksha,One whose Eyes Reflect Auspiciousness; Good Looking; Appealing,Boy
bhadram,Good; Virtuous; Auspicious; Appealing; Beautiful,Boy
bhadramurti,Auspicious Form; Appealing; Good Looking; Virtuous,Boy
bhadran,Auspicious; Fortunate; Virtuous Man,Boy
bhadrang,Beautiful Body; Good Looking; Appealing,Boy
bhadranga,Well Formed Body; Beautiful Body; Good Looking; Appealing,Boy
bhadranidhi,Goodness; Beautiful Body; Good Looking; Appealing,Boy
bhadrapala,Protector of Goodness,Boy
bhadrapriya,Auspicious; Beloved; Beautiful Body; Good Looking; Appealing,Boy
bhadrasa,Auspicious; Fortunate; Virtuous Man,Boy
bhadrashree,Sandalwood Tree,Boy
bhadrasva,Horses of Noble Breed; Owner of Good Horses,Boy
bhadrayu,"Lives a Good Life; Content, Peaceful and blessed life",Boy
bhadresa,Lord of Nobles; Husband of Noble Family; Wise,Boy
bhadresh,Lord Shiva,Boy
bhadrik,"Nobel, Shankar",Boy
bhadrika,Noble; Wise; Kind; Virtuous,Boy
bhadrinath,Lord of Mountain Badri; One of the many names of Lord Shiva,Boy
bhadrisha,Lord of Mountain Badri; One of the many names of Lord Shiva,Boy
bhadveer,One who is stronger than others,Boy
bhadyoga,A Sage; Learned; Knowledgeable; Wise,Boy
bhag,Lucky; Fortunate; Blessed; Privileged; Well Destined,Boy
bhaga,Lucky; Fortune; Blessed; Privileged; Well Destined,Boy
bhagabat,Gentle; Kind; Virtuous; Well Mannered,Boy
bhagabhai,A Lord; has the power of a tiger; energetic,Girl
bhagadatta,"King of Pragjyotisha, a Kaurava ally.",Boy
bhagaditya,"Sun which grants riches, wealth and Prosperity",Boy
bhagalin,Bedecked with Skulls,Boy
bhagana,Next; Of the Nature of Happiness; Happy; Joyful; one who is always high spirited,Boy
bhaganetrabhide,The Remover of the Eye of Bhaga,Boy
bhagat,"Devotee, follower",Boy
bhagata,Devoted One; One who is sincere follower of God,Boy
bhagatbhandar,Treasure of Loving Devotion; Worship,Boy
bhagath,Devotee of God; Worshipper,Boy
bhagatjeet,Devotee's Victory; Worshipper's success,Boy
bhagatjeev,Devoted Life; One who is living a life worshipping God,Boy
bhagatjog,Loving Devotion of God; One who worships God Lovingly,Boy
bhagatjot,Light of Loving Devotion; One whose Love of God is bright and radiant,Boy
bhagatleen,Absorbed in God's Love; One who is engrossed in God's Love; Immersed in God's Love,Boy
bhagatmeet,Friend of God's Devotee; One who is companion of God's worship,Boy
bhagatnaam,One who Cherishes God's worship; One who respects worshipping God,Boy
bhagatpreet,Love for Devotion; One who loves worshipping God; One who adores God,Boy
bhagatprem,Love for Devotion; One who loves worshipping God; One who adores God,Boy
bhagatrang,Coloured by Devotion to God; One who worships God very pleasantly and lovingly,Boy
bhagatroop,Embodiment of Loving Devotion; One who is personified with God's Devotion,Boy
bhagatveer,The Brave Devotee Of God,Boy
bhagava,The God; The Supreme Lord; Creator and Ruler of this Universe,Boy
bhagavaan,the lord,Boy
bhagavaana,Of Good Fortune; The Lord; The God; The Supreme Lord; Creator and Ruler of this Universe,Boy
bhagavah,The God; The Supreme Lord; Creator and Ruler of this Universe,Boy
bhagavan,Of Great Fortune; King; Lord,Boy
bhagavana,Of Great Fortune; King; Lord; The God; The Supreme Lord; Creator and Ruler of this Universe,Boy
bhagavant,Has a Fortune; The God; The Supreme Lord; Creator and Ruler of this Universe,Boy
bhagavanth,The God; The Supreme Lord; Creator and Ruler of this Universe,Boy
bhagavat,The God; The Supreme Lord; Creator and Ruler of this Universe,Boy
bhagavatamrt,The Nectar of Srimad Bhagavatam; One who has learned the Divine tales of the Lord in Srimad Bhagavatam,Boy
bhagavath,One of name of Goddess Saraswathi; Very Knowledgeable; Intutive and Creative People,Boy
bhagavathi,Goddess Saraswati,Girl
bhagawan,"Translated as ""Lord"" and refers to God.",Boy
bhagbir,Lucky; Brave; Fortunate; Well destined and Blessed,Boy
bhageerath,A King of Suryavamsha who Brought River Ganga from Heavens to Earth,Boy
bhagesh,Lord of richness,Boy
bhagini,She who is fast like a mountain stream,Girl
bhagirat,With Glorious Chariot; Fortunate; Well destined and Blessed,Boy
bhagirath,name of an ancient king,Boy
bhagirathi,the Ganges,Girl
bhagra,Punjabi Dance Form which represents happiness and prosperity,Boy
bhagsingh,One who is blessed with richness and prosperity; Fortunate,Boy
bhagthavatsal,God Fond of Devotees; One of the many names of Lord Shri Krishna,Boy
bhagubalan,A Lion; Very Strong; Powerful; Mighty; Courageous; Brave,Boy
bhaguri,Thinks Himself Lucky; Desiring Happiness; Well Destined and Fortunate,Boy
bhagvaan,Of Good Fortune; The God; The Supreme Lord; Creator and Ruler of this Universe,Boy
bhagvan,Of Good Fortune; The God; The Supreme Lord; Creator and Ruler of this Universe,Boy
bhagvanth,The God; The Supreme Lord; Creator and Ruler of this Universe,Boy
bhagvata,Lucky; Happy; Prosperous; Fortunate; Well destined and Blessed,Boy
bhagvaticharan,At the Feet of the God; One whose life is devoted to worship God,Boy
bhagwan,God; Ishwar; The Supreme Lord; Creator and Ruler of this Universe,Boy
bhagwandas,Serves God; One whose life is devoted to worship God and for his service,Boy
bhagwant,fortunate,Boy
bhagwanti,Lucky,Girl
bhagwantjeet,Victory of God; Success in name of God,Boy
bhagwantjot,Light Of God,Girl
bhagwantroop,In the form of God; One who is like god; One who is personified with the goodness of God,Girl
bhagwat,Holy Book of Hindus; Teachings in form of the Divine tales of the Lord,Boy
bhagwati,Goddess Durga,Girl
bhagwinder,Lucky King; Happy; Prosperous; Fortunate; Well destined and Blessed,Boy
bhagya,One of the many names of Goddess Lakshmi; Lucky; Prosperous; Fortunate; Well destined and Blessed,Boy
bhagyalakshmi,goddess of wealth,Girl
bhagyanandana,One who is in Control of Destiny; Fortunate and Prosperous,Boy
bhagyaraj,lord of luck,Boy
bhagyaranth,A Fortunate and Wealthy Person; Prosperous; Happy; Well destined and Blessed,Boy
bhagyashi,Fortunate and lucky,Girl
bhagyashree,Fortunate,Girl
bhagyashri,"Goddess Lakshmi, Lucky",Girl
bhagyasri,One of the many names of Goddess Lakshmi; One who is bestowed with good luck,Girl
bhagyavi,In My Body,Girl
bhagyawati,"Lucky, blessed",Girl
bhagyesh,"God of Luck, Prosperity, Fortune, and Destiny",Boy
bhaiarav,One of the many names of Lord Shiva signifying his strength to destroy Fear and as protector,Boy
bhaidyanath,Sage; Well learned; Knowledgeable; Wise and Noble,Boy
bhairaam,Name of Brother of Lord Ram;,Boy
bhairav,Lord Shiva,Boy
bhairava,Destroys Fear; Formidable; One of the many names of Lord Shiva,Boy
bhairavi,Goddess Durga,Girl
bhairika,Terrible; Destroys Fear; Formidable,Boy
bhairman,One who is not afraid and destroys Fears,Boy
bhajan,"Adoration, love, high regard",Boy
bhajana,Devoted; Venerated; One who worships sincerely,Boy
bhajandeep,Devotional Lamp; A light for worship,Boy
bhajanjeet,Victory of Devotion; One who succeeds with devotion,Boy
bhajanmeet,Friendly Devotion; one who is companion for worshipping,Boy
bhajanpal,Protector of Devotion; One who upkeeps the tradition of devotion,Boy
bhajanpreet,Love of Devotion; One who lovingly adores worshipping,Boy
bhajanroop,Embodiment of God's Love; One who is personified with God's Love,Boy
bhajanwant,Completely Devoted to God; One who has fully sacrificed his life to worshipping God,Boy
bhajgobind,Remembering the God; One who is blessed with God's thoughts always,Boy
bhajnaam,Remembering The Love Of God; One who is blessed with the understanding of God's Love,Boy
bhajndeep,Devotional Lamp; A light for worship,Boy
bhajneek,Absorbed in the Love of God; One who is engrossed in God's Love; Immersed in Love of God,Boy
bhajneet,One who Always Loves the Lord; Adores and worships God always,Boy
bhajraam,Remembering the Lord; One who is blessed with God's thoughts always,Boy
bhakati,Faithfulness; Devotion; Trusts and believes in worshipping God,Boy
bhakosa,Treasure of Light; Sun; Radiant and Bright Light,Boy
bhakt,Devotee of God; Worshipper,Boy
bhakta,Devotee of God; Worshipper,Boy
bhakthapriya,God who is Fond of Devotees; One of the many names of Lord Shri Krishna,Boy
bhakthavatsala,Protector of Devotees; One of the many names of Lord Shri Krishna,Boy
bhakti,"devotion, prayer",Boy
bhaktidayaka,Giver of Dedication; Devotion; Lord who blesses with bhakti,Boy
bhalchan,A variant of name Balchandra which means moon crested Lord,Boy
bhalchandra,Moon-crested Lord; One who is adorned with crescent moon on his head; One of many names of Lord Shiva,Boy
bhalender,Light of the Lord; Glorious radiance of the God,Boy
bhalendra,"Lord of strength, Power, Might and Courage",Boy
bhalendu,Lord of Light or Lord of Strength,Boy
bhalinder,Light of the Lord; Glorious radiance of the God,Boy
bhalinderjit,Victory of the Lord of Light; One who succeeds with guidance of God's radiance,Boy
bhalla,Arrow; Spear; Sharp,Boy
bhallata,With a Large Forehead; A Bear,Boy
bhaluki,With a Large Forehead; A Bear,Boy
bhama,splendor,Girl
bhamaha,Bright; Illuminating; Glorious; Radiant; Enlightening; Magnificent,Boy
bhamandal,Bhamandal is the name of Seeta's brother mentioned only in Jain Ramayan.,Boy
bhamhaghosh,Chanting Or Recitation Of Vedas; Well Learned and Knowledgeable,Boy
bhamhanand,Happiness For Knowledge,Boy
bhamini,A gloriosu and beautiful woman,Girl
bhanan,Elephant Faced; One of many names of Lord Ganesh,Boy
bhanavi,"Sacred,Illuminating",Girl
bhanaviya,Belonging to Sun; Sacred; Glorious; Holy; Radiant; Illuminous,Boy
bhandhavi,One who has great love for her friends and family,Girl
bhandhavya,Friendship; Relationship; Companionship;,Boy
bhandila,Fortune; Well destined; Good Luck; Prosperity,Boy
bhandishtha,A name of Goddess Lakshmi,Girl
bhanemi,Girdle of Light; Sun; Radiance and Brightness,Boy
bhanga,"Break; Intoxicating, Exciting; Fascinating",Boy
bhanoday,Sun Rise; Rising Radiant Sun,Boy
bhanot,Punjabi Surname meaning Born out of fire,Boy
bhanpreet,Love for the Sun; One who adores brightness and Light of the Sun,Boy
bhanu,sun,Boy
bhanudas,a devotee of the sun,Boy
bhanudasa,A devotee of the Sun; One who adores and worships Sun God,Boy
bhanudatta,Offered by the Sun; Sacred; Holy; Pious,Boy
bhanudev,Lord of Light; Glorious Brightness; Sun; Radiant and Luminous Lord,Boy
bhanudya,Sun Rise; Rising Radiant Sun,Boy
bhanuj,Saturn; Son of Sun,Boy
bhanuja,river Yamuna,Girl
bhanukopa,One who can have a Blazing Anger; As Angry as the Sun,Boy
bhanuman,As Bright as Sun; Luminous and Radiant like the sun,Boy
bhanumata,Luminous; Splendid; Bright; Radiant; Magnificient; Glorious,Boy
bhanumati,"Famous, famed, well known",Girl
bhanumik,Landlord; Lord of the Earth; One who is the reason for existence of earth,Boy
bhanumitra,"friend of sun , Planet Mercury",Boy
bhanuni,Charming woman,Girl
bhanuprakash,"sun light, sunshine, rays",Boy
bhanuprasad,gift of sun,Boy
bhanupratap,Ruler of the Earth; One who is the reason for existence of earth,Boy
bhanupriya,the Sun's beloved,Girl
bhanusree,"Sun; Bright, Radiant and Luminous light of the Sun",Boy
bhanusri,Rays of Laxmidevi,Girl
bhanutej,"Sunlight; Bright, Radiant and Luminous light of the Sun",Boy
bhanwar,Sweet,Boy
bhao,Fear,Girl
bhapinder,King of Kings; Supreme Power; Ruler of Universe,Boy
bharadvaja,Skylark; Strong and Fast; One who has strength or Vigor; Name of one of the great sages,Boy
bharadwaj,a sage,Boy
bharadwaja,"A rishi, father of Yavakrida.",Boy
bharam,"Esteem, pride, reputation",Boy
bharanda,One who Fulfils; Master; Creator and Protector,Boy
bharanendra,Lord of the Earth; One who is creator and protector of this world; One of many names of Lord Shiva,Boy
bharani,Name of a Celestial Star; The Fifth Nakshatra in Hindu astronomy; Goddess of good luck,Boy
bharania,An Indian Surname which is derived from name of celestial star Bharani,Boy
bharanu,Master; Friend; Guide; A derivative name from the name Bharani which is a celestial Star,Boy
bharanyu,Master; Friend; Companion; Guide,Boy
bharat,"India, universal monarch",Boy
bharatchandra,Moon of Bharat; God for our Land,Boy
bharateshwar,The name is derived from Bharat and means being maintained.,Boy
bharath,Very Clever; Great Good Person; Being maintained; Name of Agni; Name of brother of Lord Ram,Boy
bharatha,Protector of the World; A King; The Cherished; Name of brother of Lord Ram,Boy
bharathi,Indian; Goddess of knowledge and education; One of many names of Goddess Saraswati,Girl
bharati,Goddess Saraswati,Girl
bharatraj,"Another Jain variation of Bharat, meaning being maintained.",Boy
bharav,Bowstring,Boy
bharava,Bowstring,Boy
bharavi,Radiant Sun,Girl
bharddwaj,A Sage; One who has strength or Vigor; Skylark; Strong and Fast,Boy
bhardwaj,A Sage; A Mythical Bird; Skylark; Strong and Fast; One who has strength or Vigor;,Boy
bharga,One who has Fulfilled his Desires; accomplished wishes,Boy
bhargav,Hindu Lord Shiva,Boy
bhargava,Lord Shiva,Boy
bhargavan,Name Of Deity In Ahobilam (Ap); One of the many names of Lord Shiva,Boy
bhargavi,A name of Goddess Durga,Girl
bhargva,One of the many names of Lord Shiva,Boy
bhargyaraj,Almghty,Boy
bhari,One who Supports; Lion; Strong; Powerful and Mighty,Boy
bharmal,Full; Complete; Solid,Boy
bharmandala,Supporting; Nourishing; Guiding; One of the many names of Lord Vishnu,Boy
bharnayu,Son of Comfort; Relieve and Console,Boy
bharosa,Faith; Trust; Hope; Confidence; Belief;,Boy
bharpoor,Perfect One; Satisfied; Contented,Unisex
bharpur,Perfect One; Satisfied; Contented,Boy
bhart,Divine; Godly; Celestial; Holy; Pious; Sacred,Boy
bhartendu,Moon of India,Boy
bhartesh,King of bharat,Boy
bharti,Being Maintained; Derived from the name Bharat,Boy
bhartihari,Name of a poet; Derived from the name Bharat,Boy
bhartrari,Being Maintained; Derived from the name Bharat,Boy
bhartrhari,Worships God; One who is devoted to God,Boy
bhartri,Worship; Devoted;,Boy
bhartrihari,Worships God; One who is devoted to God,Boy
bharu,Sea; Bearing the Load; Ruler; Gold,Boy
bharuka,Lifting the Load; Responsible; Glorious like Gold,Boy
bharupa,With a Glorious Form; Shining; Brilliant,Boy
bharvi,Holy Basil Plant,Girl
bhasanta,Spring; Splendid; Shining; Glorious; Brilliant,Boy
bhasha,Language,Girl
bhashaya,A woman who speaks many lenguages,Girl
bhasheer,intelligent and discerning,Boy
bhashkar,The Sun,Boy
bhaskar,a name of Sun,Boy
bhaskara,"Sun; Bright, Radiant and Luminous light of the Sun",Boy
bhaskaran,"Sun; Bright, Radiant and Luminous light of the Sun",Boy
bhaskari,Son of the Sun; One who Brings Glory,Girl
bhasker,"The Rising Sun; Bright, Radiant and Luminous light of the Sun",Boy
bhaskor,"Sun; Bright, Radiant and Luminous light of the Sun",Boy
bhasma,Ash,Boy
bhasu,"Creator of Light; The Sun; Bright, Radiant and Luminous light of the Sun",Boy
bhasura,The Shining God; Crystal; Enlightened; Sacred; Divine; Holy and Pious,Boy
bhasvan,Radiant; Another Name for Surya; Bright and Luminous light of the Sun,Boy
bhasvara,Luminous; Glorious; Radiant; Bright;,Boy
bhaswar,shining,Boy
bhaswath,Never Ending; Eternal; Infinite; Immortal,Boy
bhaswati,"Bright,shining",Girl
bhattara,Noble Lord; Meritorious; Virtuous; Successful; Praiseworthy; Winning,Boy
bhatti,Noble; Meritorious; Virtuous; Successful; Praiseworthy; Winning,Boy
bhatu,"Light; The Sun; Bright, Radiant and Luminous light of the Sun",Boy
bhauma,Son of the Earth; One who belongs to the earth,Boy
bhauman,Son of the Earth; One who belongs to the earth,Boy
bhaumana,Son of the Earth; One who belongs to the earth,Boy
bhaumi,Goddess sita,Girl
bhaumik,lord of earth,Boy
bhaumika,Being on the Earth; One who belongs to the earth,Boy
bhaumikh,Being on the Earth; One who belongs to the earth,Boy
bhaumya,Being on the Earth; One who belongs to the earth,Boy
bhautik,"Material; Physical; Radiant; Everything you see, Feel, Smell; One of the many names of Lord Shiva",Boy
bhautika,"Material; Physical; Radiant; Everything you see, Feel, Smell; One of the many names of Lord Shiva",Boy
bhav,One of the many names of Lord Shiva,Boy
bhavbhooti,the universe,Boy
bhava,Emotion; Sentiment; Seeling; Senses; Sanskrit meaning is source,Boy
bhavaboothi,Ashes of Shiva; Sacred ash; Name of a Sanskrit Author,Boy
bhavada,Source of Life; Cause and reason of Existence; Derived from the Sanskrit word Bhava meaning source,Boy
bhavadeep,"Life filled with happiness, joy and prosperity",Boy
bhavadhat,"Trimurthi; Three forms of God; Brahma the creator, Vishnu the preserver, and Shiva the destroyer as Hindu Trinity",Boy
